,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
0,2016-03-11T00:00:00,7,0021500969,1610612762,UTA,Utah,Jazz,30-35,32,24,32,26,0,0,0,0,0,0,0,0,0,0,114
1,2016-03-11T00:00:00,7,0021500969,1610612764,WAS,Washington,Wizards,30-34,29,19,20,25,0,0,0,0,0,0,0,0,0,0,93
0,2016-03-11T00:00:00,8,0021500970,1610612758,SAC,Sacramento,Kings,25-39,21,28,26,25,0,0,0,0,0,0,0,0,0,0,100
1,2016-03-11T00:00:00,8,0021500970,1610612753,ORL,Orlando,Magic,28-36,27,23,30,27,0,0,0,0,0,0,0,0,0,0,107
0,2016-03-11T00:00:00,9,0021500971,1610612744,GSW,Golden State,Warriors,58-6,40,41,29,18,0,0,0,0,0,0,0,0,0,0,128
1,2016-03-11T00:00:00,9,0021500971,1610612757,POR,Portland,Trail Blazers,34-32,27,34,25,26,0,0,0,0,0,0,0,0,0,0,112
0,2016-03-11T00:00:00,10,0021500972,1610612746,LAC,LA,Clippers,42-22,29,32,15,25,0,0,0,0,0,0,0,0,0,0,101
1,2016-03-11T00:00:00,10,0021500972,1610612752,NYK,New York,Knicks,27-40,22,28,24,20,0,0,0,0,0,0,0,0,0,0,94
0,2016-03-12T00:00:00,1,0021500973,1610612742,DAL,Dallas,Mavericks,33-33,23,28,24,30,0,0,0,0,0,0,0,0,0,0,105
1,2016-03-12T00:00:00,1,0021500973,1610612754,IND,Indiana,Pacers,35-30,26,29,28,29,0,0,0,0,0,0,0,0,0,0,112
0,2016-03-12T00:00:00,5,0021500974,1610612737,ATL,Atlanta,Hawks,37-29,18,31,22,24,0,0,0,0,0,0,0,0,0,0,95
1,2016-03-12T00:00:00,5,0021500974,1610612763,MEM,Memphis,Grizzlies,39-27,22,19,17,25,0,0,0,0,0,0,0,0,0,0,83
0,2016-03-12T00:00:00,2,0021500975,1610612766,CHA,Charlotte,Hornets,37-28,34,28,28,35,0,0,0,0,0,0,0,0,0,0,125
1,2016-03-12T00:00:00,2,0021500975,1610612745,HOU,Houston,Rockets,33-33,19,38,30,22,0,0,0,0,0,0,0,0,0,0,109
0,2016-03-12T00:00:00,3,0021500976,1610612755,PHI,Philadelphia,76ers,9-57,32,25,30,24,0,0,0,0,0,0,0,0,0,0,111
1,2016-03-12T00:00:00,3,0021500976,1610612765,DET,Detroit,Pistons,34-32,27,25,38,35,0,0,0,0,0,0,0,0,0,0,125
0,2016-03-12T00:00:00,4,0021500977,1610612761,TOR,Toronto,Raptors,44-20,28,25,17,27,15,0,0,0,0,0,0,0,0,0,112
1,2016-03-12T00:00:00,4,0021500977,1610612748,MIA,Miami,Heat,38-28,24,22,25,26,7,0,0,0,0,0,0,0,0,0,104
0,2016-03-12T00:00:00,6,0021500978,1610612749,MIL,Milwaukee,Bucks,28-38,33,22,22,26,0,0,0,0,0,0,0,0,0,0,103
1,2016-03-12T00:00:00,6,0021500978,1610612740,NOP,New Orleans,Pelicans,24-41,28,24,19,21,0,0,0,0,0,0,0,0,0,0,92
0,2016-03-12T00:00:00,7,0021500979,1610612759,SAS,San Antonio,Spurs,56-10,25,20,21,27,0,0,0,0,0,0,0,0,0,0,93
1,2016-03-12T00:00:00,7,0021500979,1610612760,OKC,Oklahoma City,Thunder,44-22,22,27,19,17,0,0,0,0,0,0,0,0,0,0,85
0,2016-03-12T00:00:00,8,0021500980,1610612743,DEN,Denver,Nuggets,28-38,27,25,23,41,0,0,0,0,0,0,0,0,0,0,116
1,2016-03-12T00:00:00,8,0021500980,1610612764,WAS,Washington,Wizards,30-35,23,27,33,17,0,0,0,0,0,0,0,0,0,0,100
0,2016-03-12T00:00:00,9,0021500981,1610612744,GSW,Golden State,Warriors,59-6,31,29,26,37,0,0,0,0,0,0,0,0,0,0,123
1,2016-03-12T00:00:00,9,0021500981,1610612756,PHX,Phoenix,Suns,17-49,24,32,39,21,0,0,0,0,0,0,0,0,0,0,116
0,2016-03-12T00:00:00,10,0021500982,1610612757,POR,Portland,Trail Blazers,35-32,31,32,27,31,0,0,0,0,0,0,0,0,0,0,121
1,2016-03-12T00:00:00,10,0021500982,1610612753,ORL,Orlando,Magic,28-37,24,18,23,19,0,0,0,0,0,0,0,0,0,0,84
0,2016-03-13T00:00:00,1,0021500983,1610612746,LAC,LA,Clippers,42-23,19,22,27,22,0,0,0,0,0,0,0,0,0,0,90
1,2016-03-13T00:00:00,1,0021500983,1610612739,CLE,Cleveland,Cavaliers,47-18,21,37,33,23,0,0,0,0,0,0,0,0,0,0,114
0,2016-03-13T00:00:00,2,0021500984,1610612737,ATL,Atlanta,Hawks,38-29,30,22,37,15,0,0,0,0,0,0,0,0,0,0,104
1,2016-03-13T00:00:00,2,0021500984,1610612754,IND,Indiana,Pacers,35-31,17,21,18,19,0,0,0,0,0,0,0,0,0,0,75
0,2016-03-13T00:00:00,4,0021500985,1610612751,BKN,Brooklyn,Nets,18-48,25,26,28,21,0,0,0,0,0,0,0,0,0,0,100
1,2016-03-13T00:00:00,4,0021500985,1610612749,MIL,Milwaukee,Bucks,29-38,27,23,28,31,0,0,0,0,0,0,0,0,0,0,109
0,2016-03-13T00:00:00,3,0021500986,1610612758,SAC,Sacramento,Kings,25-40,18,27,24,30,0,0,0,0,0,0,0,0,0,0,99
1,2016-03-13T00:00:00,3,0021500986,1610612762,UTA,Utah,Jazz,31-35,36,25,23,24,0,0,0,0,0,0,0,0,0,0,108
0,2016-03-13T00:00:00,5,0021500987,1610612747,LAL,Los Angeles,Lakers,14-53,11,24,25,27,0,0,0,0,0,0,0,0,0,0,87
1,2016-03-13T00:00:00,5,0021500987,1610612752,NYK,New York,Knicks,28-40,18,28,19,25,0,0,0,0,0,0,0,0,0,0,90
0,2016-03-14T00:00:00,1,0021500988,1610612766,CHA,Charlotte,Hornets,37-29,18,15,32,31,0,0,0,0,0,0,0,0,0,0,96
1,2016-03-14T00:00:00,1,0021500988,1610612742,DAL,Dallas,Mavericks,34-33,22,30,19,36,0,0,0,0,0,0,0,0,0,0,107
0,2016-03-14T00:00:00,4,0021500989,1610612764,WAS,Washington,Wizards,31-35,34,26,33,31,0,0,0,0,0,0,0,0,0,0,124
1,2016-03-14T00:00:00,4,0021500989,1610612765,DET,Detroit,Pistons,34-33,15,24,24,18,0,0,0,0,0,0,0,0,0,0,81
0,2016-03-14T00:00:00,2,0021500990,1610612748,MIA,Miami,Heat,39-28,36,28,26,34,0,0,0,0,0,0,0,0,0,0,124
1,2016-03-14T00:00:00,2,0021500990,1610612743,DEN,Denver,Nuggets,28-39,33,29,29,28,0,0,0,0,0,0,0,0,0,0,119
0,2016-03-14T00:00:00,3,0021500991,1610612761,TOR,Toronto,Raptors,44-21,29,23,25,30,0,0,0,0,0,0,0,0,0,0,107
1,2016-03-14T00:00:00,3,0021500991,1610612741,CHI,Chicago,Bulls,33-32,34,24,26,25,0,0,0,0,0,0,0,0,0,0,109
0,2016-03-14T00:00:00,5,0021500992,1610612745,HOU,Houston,Rockets,34-33,34,31,32,33,0,0,0,0,0,0,0,0,0,0,130
1,2016-03-14T00:00:00,5,0021500992,1610612763,MEM,Memphis,Grizzlies,39-28,22,19,15,25,0,0,0,0,0,0,0,0,0,0,81
0,2016-03-14T00:00:00,6,0021500993,1610612760,OKC,Oklahoma City,Thunder,45-22,31,35,36,26,0,0,0,0,0,0,0,0,0,0,128
1,2016-03-14T00:00:00,6,0021500993,1610612757,POR,Portland,Trail Blazers,35-33,22,20,30,22,0,0,0,0,0,0,0,0,0,0,94
0,2016-03-14T00:00:00,8,0021500994,1610612762,UTA,Utah,Jazz,32-35,28,20,18,28,0,0,0,0,0,0,0,0,0,0,94
1,2016-03-14T00:00:00,8,0021500994,1610612739,CLE,Cleveland,Cavaliers,47-19,26,18,22,19,0,0,0,0,0,0,0,0,0,0,85
0,2016-03-14T00:00:00,7,0021500995,1610612756,PHX,Phoenix,Suns,18-49,27,20,29,31,0,0,0,0,0,0,0,0,0,0,107
1,2016-03-14T00:00:00,7,0021500995,1610612750,MIN,Minnesota,Timberwolves,21-46,25,32,21,26,0,0,0,0,0,0,0,0,0,0,104
0,2016-03-14T00:00:00,9,0021500996,1610612744,GSW,Golden State,Warriors,60-6,28,31,35,31,0,0,0,0,0,0,0,0,0,0,125
1,2016-03-14T00:00:00,9,0021500996,1610612740,NOP,New Orleans,Pelicans,24-42,24,26,19,38,0,0,0,0,0,0,0,0,0,0,107
0,2016-03-15T00:00:00,1,0021500997,1610612754,IND,Indiana,Pacers,36-31,20,23,28,32,0,0,0,0,0,0,0,0,0,0,103
1,2016-03-15T00:00:00,1,0021500997,1610612738,BOS,Boston,Celtics,39-28,20,19,31,28,0,0,0,0,0,0,0,0,0,0,98
0,2016-03-15T00:00:00,2,0021500998,1610612753,ORL,Orlando,Magic,29-37,32,29,24,31,0,0,0,0,0,0,0,0,0,0,116
1,2016-03-15T00:00:00,2,0021500998,1610612743,DEN,Denver,Nuggets,28-40,25,21,33,31,0,0,0,0,0,0,0,0,0,0,110
0,2016-03-15T00:00:00,3,0021500999,1610612751,BKN,Brooklyn,Nets,19-48,32,39,29,31,0,0,0,0,0,0,0,0,0,0,131
1,2016-03-15T00:00:00,3,0021500999,1610612755,PHI,Philadelphia,76ers,9-58,15,36,32,31,0,0,0,0,0,0,0,0,0,0,114
0,2016-03-15T00:00:00,4,0021501000,1610612749,MIL,Milwaukee,Bucks,29-39,28,21,17,23,0,0,0,0,0,0,0,0,0,0,89
1,2016-03-15T00:00:00,4,0021501000,1610612761,TOR,Toronto,Raptors,45-21,22,30,29,26,0,0,0,0,0,0,0,0,0,0,107
0,2016-03-15T00:00:00,5,0021501001,1610612759,SAS,San Antonio,Spurs,57-10,19,29,23,37,0,0,0,0,0,0,0,0,0,0,108
1,2016-03-15T00:00:00,5,0021501001,1610612746,LAC,LA,Clippers,42-24,21,23,26,17,0,0,0,0,0,0,0,0,0,0,87
0,2016-03-15T00:00:00,6,0021501002,1610612747,LAL,Los Angeles,Lakers,14-54,15,26,26,31,0,0,0,0,0,0,0,0,0,0,98
1,2016-03-15T00:00:00,6,0021501002,1610612758,SAC,Sacramento,Kings,26-40,32,25,22,27,0,0,0,0,0,0,0,0,0,0,106
0,2016-03-16T00:00:00,1,0021501003,1610612738,BOS,Boston,Celtics,39-29,30,25,26,28,0,0,0,0,0,0,0,0,0,0,109
1,2016-03-16T00:00:00,1,0021501003,1610612760,OKC,Oklahoma City,Thunder,46-22,35,31,42,22,0,0,0,0,0,0,0,0,0,0,130
0,2016-03-16T00:00:00,2,0021501004,1610612766,CHA,Charlotte,Hornets,38-29,26,35,31,15,0,0,0,0,0,0,0,0,0,0,107
1,2016-03-16T00:00:00,2,0021501004,1610612753,ORL,Orlando,Magic,29-38,30,13,28,28,0,0,0,0,0,0,0,0,0,0,99
0,2016-03-16T00:00:00,3,0021501005,1610612739,CLE,Cleveland,Cavaliers,48-19,31,26,27,15,0,0,0,0,0,0,0,0,0,0,99
1,2016-03-16T00:00:00,3,0021501005,1610612742,DAL,Dallas,Mavericks,34-34,28,23,17,30,0,0,0,0,0,0,0,0,0,0,98
0,2016-03-16T00:00:00,4,0021501006,1610612764,WAS,Washington,Wizards,32-35,32,31,29,25,0,0,0,0,0,0,0,0,0,0,117
1,2016-03-16T00:00:00,4,0021501006,1610612741,CHI,Chicago,Bulls,33-33,25,27,22,22,0,0,0,0,0,0,0,0,0,0,96
0,2016-03-16T00:00:00,5,0021501007,1610612765,DET,Detroit,Pistons,34-34,32,30,26,26,0,0,0,0,0,0,0,0,0,0,114
1,2016-03-16T00:00:00,5,0021501007,1610612737,ATL,Atlanta,Hawks,39-29,30,31,26,31,0,0,0,0,0,0,0,0,0,0,118
0,2016-03-16T00:00:00,6,0021501008,1610612763,MEM,Memphis,Grizzlies,39-29,25,30,23,30,0,0,0,0,0,0,0,0,0,0,108
1,2016-03-16T00:00:00,6,0021501008,1610612750,MIN,Minnesota,Timberwolves,22-46,42,22,26,24,0,0,0,0,0,0,0,0,0,0,114
0,2016-03-16T00:00:00,7,0021501009,1610612745,HOU,Houston,Rockets,34-34,26,24,25,31,0,0,0,0,0,0,0,0,0,0,106
1,2016-03-16T00:00:00,7,0021501009,1610612746,LAC,LA,Clippers,43-24,35,37,25,25,0,0,0,0,0,0,0,0,0,0,122
0,2016-03-16T00:00:00,8,0021501010,1610612758,SAC,Sacramento,Kings,26-41,31,22,30,25,0,0,0,0,0,0,0,0,0,0,108
1,2016-03-16T00:00:00,8,0021501010,1610612740,NOP,New Orleans,Pelicans,25-42,33,41,24,25,0,0,0,0,0,0,0,0,0,0,123
0,2016-03-16T00:00:00,9,0021501011,1610612744,GSW,Golden State,Warriors,61-6,31,31,35,24,0,0,0,0,0,0,0,0,0,0,121
1,2016-03-16T00:00:00,9,0021501011,1610612752,NYK,New York,Knicks,28-41,19,27,18,21,0,0,0,0,0,0,0,0,0,0,85
0,2016-03-17T00:00:00,1,0021501012,1610612754,IND,Indiana,Pacers,36-32,25,21,14,25,9,0,0,0,0,0,0,0,0,0,94
1,2016-03-17T00:00:00,1,0021501012,1610612761,TOR,Toronto,Raptors,46-21,27,16,20,22,16,0,0,0,0,0,0,0,0,0,101
0,2016-03-17T00:00:00,2,0021501013,1610612755,PHI,Philadelphia,76ers,9-59,22,17,22,33,0,0,0,0,0,0,0,0,0,0,94
1,2016-03-17T00:00:00,2,0021501013,1610612764,WAS,Washington,Wizards,33-35,30,28,15,26,0,0,0,0,0,0,0,0,0,0,99
0,2016-03-17T00:00:00,3,0021501014,1610612748,MIA,Miami,Heat,39-29,29,23,21,33,0,0,0,0,0,0,0,0,0,0,106
1,2016-03-17T00:00:00,3,0021501014,1610612766,CHA,Charlotte,Hornets,39-29,26,28,28,27,0,0,0,0,0,0,0,0,0,0,109
0,2016-03-17T00:00:00,4,0021501015,1610612737,ATL,Atlanta,Hawks,40-29,33,21,33,29,0,0,0,0,0,0,0,0,0,0,116
1,2016-03-17T00:00:00,4,0021501015,1610612743,DEN,Denver,Nuggets,28-41,23,25,28,22,0,0,0,0,0,0,0,0,0,0,98
0,2016-03-17T00:00:00,5,0021501016,1610612741,CHI,Chicago,Bulls,34-33,24,31,24,39,0,0,0,0,0,0,0,0,0,0,118
1,2016-03-17T00:00:00,5,0021501016,1610612751,BKN,Brooklyn,Nets,19-49,14,23,37,28,0,0,0,0,0,0,0,0,0,0,102
0,2016-03-17T00:00:00,6,0021501017,1610612749,MIL,Milwaukee,Bucks,30-39,32,15,21,28,0,0,0,0,0,0,0,0,0,0,96
1,2016-03-17T00:00:00,6,0021501017,1610612763,MEM,Memphis,Grizzlies,39-30,32,21,20,13,0,0,0,0,0,0,0,0,0,0,86
0,2016-03-17T00:00:00,7,0021501018,1610612759,SAS,San Antonio,Spurs,58-10,23,33,39,23,0,0,0,0,0,0,0,0,0,0,118
1,2016-03-17T00:00:00,7,0021501018,1610612757,POR,Portland,Trail Blazers,35-34,28,26,24,32,0,0,0,0,0,0,0,0,0,0,110
0,2016-03-17T00:00:00,8,0021501019,1610612762,UTA,Utah,Jazz,33-35,24,22,25,32,0,0,0,0,0,0,0,0,0,0,103
1,2016-03-17T00:00:00,8,0021501019,1610612756,PHX,Phoenix,Suns,18-50,21,17,16,15,0,0,0,0,0,0,0,0,0,0,69
0,2016-03-18T00:00:00,1,0021501020,1610612753,ORL,Orlando,Magic,29-39,29,25,32,17,0,0,0,0,0,0,0,0,0,0,103
1,2016-03-18T00:00:00,1,0021501020,1610612739,CLE,Cleveland,Cavaliers,49-19,27,36,20,26,0,0,0,0,0,0,0,0,0,0,109
0,2016-03-18T00:00:00,2,0021501021,1610612755,PHI,Philadelphia,76ers,9-60,23,24,21,29,0,0,0,0,0,0,0,0,0,0,97
1,2016-03-18T00:00:00,2,0021501021,1610612760,OKC,Oklahoma City,Thunder,47-22,27,26,32,26,0,0,0,0,0,0,0,0,0,0,111
0,2016-03-18T00:00:00,3,0021501022,1610612765,DET,Detroit,Pistons,35-34,39,28,20,28,0,0,0,0,0,0,0,0,0,0,115
1,2016-03-18T00:00:00,3,0021501022,1610612758,SAC,Sacramento,Kings,26-42,25,29,29,25,0,0,0,0,0,0,0,0,0,0,108
0,2016-03-18T00:00:00,4,0021501023,1610612761,TOR,Toronto,Raptors,47-21,30,25,24,26,0,0,0,0,0,0,0,0,0,0,105
1,2016-03-18T00:00:00,4,0021501023,1610612738,BOS,Boston,Celtics,39-30,14,27,33,17,0,0,0,0,0,0,0,0,0,0,91
0,2016-03-18T00:00:00,5,0021501024,1610612745,HOU,Houston,Rockets,35-34,31,23,34,28,0,0,0,0,0,0,0,0,0,0,116
1,2016-03-18T00:00:00,5,0021501024,1610612750,MIN,Minnesota,Timberwolves,22-47,23,29,26,33,0,0,0,0,0,0,0,0,0,0,111
0,2016-03-18T00:00:00,6,0021501025,1610612740,NOP,New Orleans,Pelicans,25-43,30,23,28,31,0,0,0,0,0,0,0,0,0,0,112
1,2016-03-18T00:00:00,6,0021501025,1610612757,POR,Portland,Trail Blazers,36-34,36,31,26,24,0,0,0,0,0,0,0,0,0,0,117
0,2016-03-18T00:00:00,7,0021501026,1610612742,DAL,Dallas,Mavericks,34-35,36,31,18,27,0,0,0,0,0,0,0,0,0,0,112
1,2016-03-18T00:00:00,7,0021501026,1610612744,GSW,Golden State,Warriors,62-6,42,31,21,36,0,0,0,0,0,0,0,0,0,0,130
0,2016-03-18T00:00:00,8,0021501027,1610612747,LAL,Los Angeles,Lakers,14-55,22,10,22,36,0,0,0,0,0,0,0,0,0,0,90
1,2016-03-18T00:00:00,8,0021501027,1610612756,PHX,Phoenix,Suns,19-50,26,21,21,27,0,0,0,0,0,0,0,0,0,0,95
0,2016-03-19T00:00:00,1,0021501028,1610612766,CHA,Charlotte,Hornets,39-30,22,18,22,31,0,0,0,0,0,0,0,0,0,0,93
1,2016-03-19T00:00:00,1,0021501028,1610612743,DEN,Denver,Nuggets,29-41,28,29,21,23,0,0,0,0,0,0,0,0,0,0,101
0,2016-03-19T00:00:00,5,0021501029,1610612737,ATL,Atlanta,Hawks,41-29,30,22,30,27,0,0,0,0,0,0,0,0,0,0,109
1,2016-03-19T00:00:00,5,0021501029,1610612745,HOU,Houston,Rockets,35-35,16,42,25,14,0,0,0,0,0,0,0,0,0,0,97
0,2016-03-19T00:00:00,2,0021501030,1610612765,DET,Detroit,Pistons,36-34,29,25,23,38,0,0,0,0,0,0,0,0,0,0,115
1,2016-03-19T00:00:00,2,0021501030,1610612751,BKN,Brooklyn,Nets,19-50,23,29,25,26,0,0,0,0,0,0,0,0,0,0,103
0,2016-03-19T00:00:00,3,0021501031,1610612754,IND,Indiana,Pacers,36-33,28,26,33,24,0,0,0,0,0,0,0,0,0,0,111
1,2016-03-19T00:00:00,3,0021501031,1610612760,OKC,Oklahoma City,Thunder,48-22,27,37,24,27,0,0,0,0,0,0,0,0,0,0,115
0,2016-03-19T00:00:00,4,0021501032,1610612764,WAS,Washington,Wizards,34-35,20,23,33,23,0,0,0,0,0,0,0,0,0,0,99
1,2016-03-19T00:00:00,4,0021501032,1610612752,NYK,New York,Knicks,28-42,29,24,13,23,0,0,0,0,0,0,0,0,0,0,89
0,2016-03-19T00:00:00,6,0021501033,1610612748,MIA,Miami,Heat,40-29,31,34,33,24,0,0,0,0,0,0,0,0,0,0,122
1,2016-03-19T00:00:00,6,0021501033,1610612739,CLE,Cleveland,Cavaliers,49-20,19,25,26,31,0,0,0,0,0,0,0,0,0,0,101
0,2016-03-19T00:00:00,7,0021501034,1610612741,CHI,Chicago,Bulls,35-33,25,25,29,13,0,0,0,0,0,0,0,0,0,0,92
1,2016-03-19T00:00:00,7,0021501034,1610612762,UTA,Utah,Jazz,33-36,19,21,27,18,0,0,0,0,0,0,0,0,0,0,85
0,2016-03-19T00:00:00,8,0021501035,1610612763,MEM,Memphis,Grizzlies,40-30,31,27,27,28,0,0,0,0,0,0,0,0,0,0,113
1,2016-03-19T00:00:00,8,0021501035,1610612746,LAC,LA,Clippers,43-25,29,29,17,27,0,0,0,0,0,0,0,0,0,0,102
0,2016-03-19T00:00:00,9,0021501036,1610612759,SAS,San Antonio,Spurs,59-10,17,26,22,22,0,0,0,0,0,0,0,0,0,0,87
1,2016-03-19T00:00:00,9,0021501036,1610612744,GSW,Golden State,Warriors,62-7,18,19,28,14,0,0,0,0,0,0,0,0,0,0,79
0,2016-03-20T00:00:00,1,0021501037,1610612742,DAL,Dallas,Mavericks,35-35,25,33,32,23,19,0,0,0,0,0,0,0,0,0,132
1,2016-03-20T00:00:00,1,0021501037,1610612757,POR,Portland,Trail Blazers,36-35,36,19,27,31,7,0,0,0,0,0,0,0,0,0,120
0,2016-03-20T00:00:00,2,0021501038,1610612761,TOR,Toronto,Raptors,48-21,30,23,27,25,0,0,0,0,0,0,0,0,0,0,105
1,2016-03-20T00:00:00,2,0021501038,1610612753,ORL,Orlando,Magic,29-40,25,30,27,18,0,0,0,0,0,0,0,0,0,0,100
0,2016-03-20T00:00:00,3,0021501039,1610612755,PHI,Philadelphia,76ers,9-61,16,28,35,26,0,0,0,0,0,0,0,0,0,0,105
1,2016-03-20T00:00:00,3,0021501039,1610612738,BOS,Boston,Celtics,40-30,28,27,33,32,0,0,0,0,0,0,0,0,0,0,120
0,2016-03-20T00:00:00,4,0021501040,1610612740,NOP,New Orleans,Pelicans,26-43,21,33,24,31,0,0,0,0,0,0,0,0,0,0,109
1,2016-03-20T00:00:00,4,0021501040,1610612746,LAC,LA,Clippers,43-26,24,32,16,33,0,0,0,0,0,0,0,0,0,0,105
0,2016-03-20T00:00:00,5,0021501041,1610612749,MIL,Milwaukee,Bucks,30-40,22,19,18,26,0,0,0,0,0,0,0,0,0,0,85
1,2016-03-20T00:00:00,5,0021501041,1610612762,UTA,Utah,Jazz,34-36,23,19,31,21,0,0,0,0,0,0,0,0,0,0,94
0,2016-03-20T00:00:00,6,0021501042,1610612752,NYK,New York,Knicks,28-43,12,35,18,15,0,0,0,0,0,0,0,0,0,0,80
1,2016-03-20T00:00:00,6,0021501042,1610612758,SAC,Sacramento,Kings,27-42,28,22,19,19,0,0,0,0,0,0,0,0,0,0,88
0,2016-03-21T00:00:00,1,0021501043,1610612766,CHA,Charlotte,Hornets,40-30,7,29,31,24,0,0,0,0,0,0,0,0,0,0,91
1,2016-03-21T00:00:00,1,0021501043,1610612759,SAS,San Antonio,Spurs,59-11,28,23,21,16,0,0,0,0,0,0,0,0,0,0,88
0,2016-03-21T00:00:00,2,0021501044,1610612739,CLE,Cleveland,Cavaliers,50-20,38,18,31,37,0,0,0,0,0,0,0,0,0,0,124
1,2016-03-21T00:00:00,2,0021501044,1610612743,DEN,Denver,Nuggets,29-42,23,25,24,19,0,0,0,0,0,0,0,0,0,0,91
0,2016-03-21T00:00:00,3,0021501045,1610612754,IND,Indiana,Pacers,37-33,25,22,19,25,0,0,0,0,0,0,0,0,0,0,91
1,2016-03-21T00:00:00,3,0021501045,1610612755,PHI,Philadelphia,76ers,9-62,18,18,20,19,0,0,0,0,0,0,0,0,0,0,75
0,2016-03-21T00:00:00,4,0021501046,1610612738,BOS,Boston,Celtics,41-30,22,34,35,16,0,0,0,0,0,0,0,0,0,0,107
1,2016-03-21T00:00:00,4,0021501046,1610612753,ORL,Orlando,Magic,29-41,17,32,29,18,0,0,0,0,0,0,0,0,0,0,96
0,2016-03-21T00:00:00,5,0021501047,1610612765,DET,Detroit,Pistons,37-34,17,28,20,27,0,0,0,0,0,0,0,0,0,0,92
1,2016-03-21T00:00:00,5,0021501047,1610612749,MIL,Milwaukee,Bucks,30-41,30,18,26,17,0,0,0,0,0,0,0,0,0,0,91
0,2016-03-21T00:00:00,6,0021501048,1610612737,ATL,Atlanta,Hawks,41-30,30,29,27,16,0,0,0,0,0,0,0,0,0,0,102
1,2016-03-21T00:00:00,6,0021501048,1610612764,WAS,Washington,Wizards,35-35,27,34,28,28,0,0,0,0,0,0,0,0,0,0,117
0,2016-03-21T00:00:00,7,0021501049,1610612741,CHI,Chicago,Bulls,36-33,30,29,23,27,0,0,0,0,0,0,0,0,0,0,109
1,2016-03-21T00:00:00,7,0021501049,1610612758,SAC,Sacramento,Kings,27-43,26,25,30,21,0,0,0,0,0,0,0,0,0,0,102
0,2016-03-21T00:00:00,8,0021501050,1610612750,MIN,Minnesota,Timberwolves,22-48,29,29,31,15,0,0,0,0,0,0,0,0,0,0,104
1,2016-03-21T00:00:00,8,0021501050,1610612744,GSW,Golden State,Warriors,63-7,27,34,28,20,0,0,0,0,0,0,0,0,0,0,109
0,2016-03-21T00:00:00,9,0021501051,1610612756,PHX,Phoenix,Suns,19-51,21,29,23,24,0,0,0,0,0,0,0,0,0,0,97
1,2016-03-21T00:00:00,9,0021501051,1610612763,MEM,Memphis,Grizzlies,41-30,24,15,31,33,0,0,0,0,0,0,0,0,0,0,103
0,2016-03-22T00:00:00,1,0021501052,1610612751,BKN,Brooklyn,Nets,19-51,14,22,28,36,0,0,0,0,0,0,0,0,0,0,100
1,2016-03-22T00:00:00,1,0021501052,1610612766,CHA,Charlotte,Hornets,41-30,25,21,21,38,0,0,0,0,0,0,0,0,0,0,105
0,2016-03-22T00:00:00,2,0021501053,1610612740,NOP,New Orleans,Pelicans,26-44,21,19,33,26,0,0,0,0,0,0,0,0,0,0,99
1,2016-03-22T00:00:00,2,0021501053,1610612748,MIA,Miami,Heat,41-29,35,24,27,27,0,0,0,0,0,0,0,0,0,0,113
0,2016-03-22T00:00:00,3,0021501054,1610612760,OKC,Oklahoma City,Thunder,49-22,28,27,23,33,0,0,0,0,0,0,0,0,0,0,111
1,2016-03-22T00:00:00,3,0021501054,1610612745,HOU,Houston,Rockets,35-36,27,29,21,30,0,0,0,0,0,0,0,0,0,0,107
0,2016-03-22T00:00:00,4,0021501055,1610612747,LAL,Los Angeles,Lakers,15-55,25,23,33,26,0,0,0,0,0,0,0,0,0,0,107
1,2016-03-22T00:00:00,4,0021501055,1610612763,MEM,Memphis,Grizzlies,41-31,25,22,31,22,0,0,0,0,0,0,0,0,0,0,100
0,2016-03-23T00:00:00,1,0021501056,1610612764,WAS,Washington,Wizards,35-36,25,31,19,26,0,0,0,0,0,0,0,0,0,0,101
1,2016-03-23T00:00:00,1,0021501056,1610612737,ATL,Atlanta,Hawks,42-30,22,30,29,41,0,0,0,0,0,0,0,0,0,0,122
0,2016-03-23T00:00:00,3,0021501057,1610612738,BOS,Boston,Celtics,42-30,25,21,23,22,0,0,0,0,0,0,0,0,0,0,91
1,2016-03-23T00:00:00,3,0021501057,1610612761,TOR,Toronto,Raptors,48-22,25,21,16,17,0,0,0,0,0,0,0,0,0,0,79
0,2016-03-23T00:00:00,4,0021501058,1610612765,DET,Detroit,Pistons,38-34,32,34,30,22,0,0,0,0,0,0,0,0,0,0,118
1,2016-03-23T00:00:00,4,0021501058,1610612753,ORL,Orlando,Magic,29-42,21,36,30,15,0,0,0,0,0,0,0,0,0,0,102
0,2016-03-23T00:00:00,2,0021501059,1610612739,CLE,Cleveland,Cavaliers,51-20,35,28,28,22,0,0,0,0,0,0,0,0,0,0,113
1,2016-03-23T00:00:00,2,0021501059,1610612749,MIL,Milwaukee,Bucks,30-42,25,36,26,17,0,0,0,0,0,0,0,0,0,0,104
0,2016-03-23T00:00:00,5,0021501060,1610612741,CHI,Chicago,Bulls,36-34,30,25,18,34,0,0,0,0,0,0,0,0,0,0,107
